cpu_usage_percent,ram_usage_percent,active_jobs,idle_time_minutes,power_consumption_watts,utilization_score,monthly_cost_usd,recommendation
20.5,28.4,0,762,143,24.4,67.36,Sleep Mode
38.2,49.3,1,678,208,43.7,118.21,Sleep Mode
60.4,45.2,6,478,283,52.8,145.2,Keep Running
1.0,32.5,0,686,83,16.8,45.69,Shutdown
51.7,61.6,4,525,288,56.6,146.22,Keep Running
55.3,51.0,4,479,258,53.2,139.42,Keep Running
58.0,46.5,10,220,285,52.2,136.28,Keep Running
12.4,39.1,0,679,109,25.7,63.48,Shutdown
64.1,74.4,10,238,289,69.3,175.7,Keep Running
53.7,36.7,7,320,259,45.2,122.22,Keep Running
71.7,66.0,9,399,339,68.8,175.33,Keep Running
20.2,7.1,5,699,109,13.7,35.96,Sleep Mode
1.0,1.0,0,770,76,1.0,11.15,Shutdown
3.8,10.0,0,698,87,6.9,28.21,Shutdown
66.3,64.7,11,183,295,65.5,169.78,Keep Running
61.3,54.9,6,318,257,58.1,157.68,Keep Running
28.7,33.3,3,549,178,31.0,86.9,Sleep Mode
41.7,47.7,5,512,198,44.7,119.71,Keep Running
59.4,55.2,9,594,244,57.3,143.53,Keep Running
74.5,50.9,10,341,304,62.7,161.51,Keep Running
74.4,58.1,10,350,297,66.3,168.92,Keep Running
24.8,17.9,0,542,148,21.3,57.98,Sleep Mode
47.6,65.0,5,485,250,56.3,141.44,Keep Running
69.2,62.3,6,289,294,65.7,165.5,Keep Running
33.9,46.4,5,648,165,40.1,99.49,Sleep Mode
1.0,7.4,0,728,70,4.2,12.8,Shutdown
40.2,47.4,0,645,191,43.8,114.76,Keep Running
7.0,1.0,0,980,109,4.0,23.12,Shutdown
69.2,71.4,5,215,318,70.3,178.64,Keep Running
1.0,33.3,0,1035,74,17.2,42.58,Shutdown
54.9,58.5,3,498,253,56.7,145.54,Keep Running
100.0,88.4,9,147,442,94.2,242.15,Keep Running
1.0,20.7,2,687,75,10.9,23.93,Shutdown
16.5,40.9,3,748,155,28.7,79.14,Shutdown
93.4,51.4,9,132,400,72.4,199.66,Keep Running
59.6,50.6,3,290,258,55.1,145.47,Keep Running
57.7,62.7,4,250,270,60.2,155.44,Keep Running
86.8,75.1,7,74,359,81.0,205.28,Keep Running
42.7,33.4,3,545,207,38.1,97.63,Keep Running
51.4,44.4,1,326,276,47.9,126.66,Keep Running
43.0,59.5,8,570,223,51.3,132.98,Keep Running
71.3,66.4,8,439,313,68.9,180.0,Keep Running
68.8,65.3,8,339,324,67.0,168.88,Keep Running
27.7,47.9,0,558,196,37.8,95.87,Sleep Mode
34.6,20.5,2,682,187,27.5,77.93,Sleep Mode
36.6,39.2,5,492,193,37.9,95.08,Sleep Mode
61.9,57.3,4,295,311,59.6,154.0,Keep Running
6.9,17.9,1,634,97,12.4,42.17,Shutdown
55.1,52.6,5,406,252,53.8,136.3,Keep Running
100.0,86.5,11,21,416,93.3,237.09,Keep Running
44.0,56.9,4,205,225,50.4,128.24,Keep Running
3.3,41.1,0,748,98,22.2,49.62,Shutdown
40.5,24.3,3,361,237,32.4,101.67,Keep Running
63.8,59.1,7,375,298,61.5,159.66,Keep Running
17.4,5.2,0,668,140,11.3,39.76,Shutdown
1.0,32.8,0,871,80,16.9,39.56,Shutdown
33.4,49.4,1,534,215,41.4,106.97,Sleep Mode
37.9,39.0,2,487,208,38.4,103.5,Sleep Mode
29.4,32.2,4,503,164,30.8,78.62,Sleep Mode
42.2,39.7,2,560,241,41.0,102.72,Keep Running
81.9,55.4,10,182,382,68.7,189.19,Keep Running
29.3,22.2,6,518,161,25.7,73.96,Sleep Mode
60.5,50.8,6,289,263,55.6,141.96,Keep Running
72.5,39.8,6,451,336,56.2,154.58,Keep Running
63.6,59.0,6,364,310,61.3,161.86,Keep Running
75.4,59.9,8,380,311,67.6,177.07,Keep Running
66.1,52.1,6,80,317,59.1,159.37,Keep Running
33.5,26.1,1,628,168,29.8,83.79,Sleep Mode
78.8,79.6,6,330,329,79.2,200.45,Keep Running
52.0,46.1,6,271,248,49.1,130.02,Keep Running
1.0,1.0,1,785,70,1.0,11.82,Shutdown
29.8,24.4,0,528,151,27.1,72.43,Sleep Mode
43.0,53.9,3,264,238,48.5,130.59,Keep Running
69.8,73.7,5,179,332,71.8,186.83,Keep Running
100.0,93.7,12,0,411,96.9,241.46,Keep Running
41.8,33.5,2,588,218,37.6,102.75,Keep Running
85.2,53.7,4,34,385,69.5,189.08,Keep Running
21.2,41.1,0,549,146,31.1,70.78,Sleep Mode
38.1,17.7,3,412,213,27.9,68.47,Sleep Mode
47.1,40.7,5,455,230,43.9,104.56,Keep Running
4.3,26.0,2,668,74,15.2,45.48,Shutdown
1.0,8.0,0,820,62,4.5,23.21,Shutdown
81.3,69.4,9,149,374,75.4,201.09,Keep Running
44.8,41.8,5,554,256,43.3,122.23,Keep Running
42.8,52.1,4,423,202,47.4,120.36,Keep Running
36.0,48.1,2,397,198,42.0,103.3,Sleep Mode
31.8,60.7,2,604,189,46.2,112.03,Sleep Mode
15.8,1.0,3,516,117,8.4,29.91,Shutdown
1.0,25.0,0,668,90,13.0,46.36,Shutdown
51.5,17.1,5,579,249,34.3,94.78,Keep Running
65.5,80.7,7,602,304,73.1,171.67,Keep Running
100.0,61.5,8,179,438,80.8,203.83,Keep Running
21.1,50.4,0,680,141,35.7,93.34,Sleep Mode
47.0,56.7,4,436,233,51.8,125.0,Keep Running
45.2,41.7,6,750,228,43.4,110.79,Keep Running
32.4,40.9,4,597,172,36.6,92.31,Sleep Mode
71.8,87.8,7,336,311,79.8,194.52,Keep Running
1.5,4.6,0,1042,82,3.0,20.61,Shutdown
30.0,40.6,2,510,157,35.3,92.38,Sleep Mode
65.7,42.4,4,176,315,54.1,140.08,Keep Running
58.7,67.4,6,430,281,63.0,157.2,Keep Running
69.2,48.3,8,417,321,58.7,152.43,Keep Running
61.3,78.5,4,361,287,69.9,171.42,Keep Running
28.2,33.9,0,600,170,31.1,82.19,Sleep Mode
81.5,49.1,7,317,346,65.3,170.34,Keep Running
27.4,39.6,2,540,173,33.5,95.12,Sleep Mode
1.0,1.0,0,833,63,1.0,14.01,Shutdown
42.4,57.3,3,565,226,49.9,121.92,Keep Running
65.5,70.3,7,333,343,67.9,174.81,Keep Running
100.0,75.6,7,0,399,87.8,225.83,Keep Running
55.8,46.3,7,328,277,51.1,139.19,Keep Running
39.1,44.9,2,607,225,42.0,103.67,Sleep Mode
46.7,43.3,2,442,195,45.0,115.88,Keep Running
29.2,35.2,1,528,175,32.2,84.99,Sleep Mode
70.5,65.9,7,161,320,68.2,169.43,Keep Running
37.9,35.5,2,415,233,36.7,102.97,Sleep Mode
1.0,11.1,0,709,82,6.0,19.71,Shutdown
32.6,33.1,5,539,203,32.9,89.03,Sleep Mode
65.7,45.9,7,452,296,55.8,151.6,Keep Running
58.2,59.0,6,431,241,58.6,143.2,Keep Running
1.0,1.0,0,877,57,1.0,10.0,Shutdown
22.2,61.0,2,566,156,41.6,103.24,Sleep Mode
21.1,39.6,4,778,160,30.4,66.76,Sleep Mode
41.6,29.7,5,476,218,35.7,97.42,Keep Running
56.6,44.9,5,428,284,50.7,134.05,Keep Running
45.5,46.4,4,507,223,45.9,117.28,Keep Running
55.0,75.0,3,270,291,65.0,159.6,Keep Running
1.0,17.9,0,978,64,9.5,26.63,Shutdown
65.1,66.2,6,578,294,65.7,166.9,Keep Running
84.1,53.2,8,416,367,68.6,175.66,Keep Running
32.9,53.2,2,758,193,43.1,109.4,Sleep Mode
18.4,45.2,1,677,136,31.8,78.68,Shutdown
38.0,10.3,5,453,218,24.2,71.25,Sleep Mode
38.0,33.9,5,436,201,36.0,98.55,Sleep Mode
15.9,23.9,0,643,112,19.9,50.78,Shutdown
30.0,51.3,3,660,146,40.7,100.73,Sleep Mode
79.0,57.6,8,194,343,68.3,180.95,Keep Running
57.2,61.3,5,478,273,59.3,150.99,Keep Running
16.8,31.9,1,624,141,24.3,56.65,Shutdown
60.8,70.7,7,377,282,65.7,167.35,Keep Running
66.9,71.6,5,464,328,69.2,170.17,Keep Running
50.8,75.7,3,447,230,63.2,146.58,Keep Running
38.7,45.8,1,403,214,42.2,110.74,Sleep Mode
62.5,52.2,1,422,261,57.4,145.0,Keep Running
69.9,63.8,9,421,289,66.8,176.5,Keep Running
68.7,42.1,9,265,300,55.4,149.07,Keep Running
1.0,1.1,0,733,92,1.1,19.52,Shutdown
56.5,38.5,3,667,300,47.5,135.11,Keep Running
49.6,22.2,4,422,249,35.9,101.4,Keep Running
88.7,69.8,10,130,387,79.3,198.36,Keep Running
44.9,37.6,5,322,263,41.3,113.0,Keep Running
25.3,43.2,0,456,164,34.2,92.71,Sleep Mode
93.9,53.8,9,140,424,73.8,189.95,Keep Running
14.3,36.8,0,617,119,25.6,66.66,Shutdown
29.1,34.6,3,529,184,31.8,85.96,Sleep Mode
1.0,3.3,0,951,74,2.2,18.28,Shutdown
65.7,74.7,4,354,306,70.2,170.48,Keep Running
87.1,96.7,8,57,373,91.9,233.6,Keep Running
70.9,60.8,8,214,328,65.8,174.14,Keep Running
51.1,34.4,8,466,249,42.7,117.83,Keep Running
85.5,76.2,10,123,392,80.8,198.51,Keep Running
22.8,40.9,0,756,150,31.9,79.95,Sleep Mode
8.3,1.0,0,516,107,4.7,27.13,Shutdown
89.1,98.8,9,326,381,93.9,238.64,Keep Running
48.6,41.6,3,402,228,45.1,121.27,Keep Running
50.3,65.6,2,413,239,58.0,150.54,Keep Running
63.2,65.6,9,425,294,64.4,172.27,Keep Running
49.9,40.4,6,361,263,45.1,117.37,Keep Running
50.5,53.4,5,253,251,51.9,133.99,Keep Running
80.1,61.3,8,267,349,70.7,179.82,Keep Running
59.0,56.7,7,481,289,57.8,152.62,Keep Running
78.1,86.9,9,323,345,82.5,199.86,Keep Running
86.6,63.9,9,389,366,75.3,193.78,Keep Running
79.2,71.5,10,206,366,75.3,187.71,Keep Running
81.7,72.8,8,311,360,77.2,196.21,Keep Running
34.2,26.9,0,449,158,30.5,79.69,Sleep Mode
1.0,1.0,1,824,87,1.0,10.0,Shutdown
84.7,69.3,9,49,349,77.0,201.59,Keep Running
100.0,100.0,7,83,435,100.0,251.0,Keep Running
45.9,38.3,6,457,218,42.1,104.69,Keep Running
68.7,93.7,8,255,323,81.2,195.4,Keep Running
36.3,49.2,0,681,210,42.7,110.74,Sleep Mode
32.8,33.8,5,680,198,33.3,95.34,Sleep Mode
100.0,88.4,9,238,416,94.2,232.9,Keep Running
1.0,5.4,0,954,81,3.2,23.68,Shutdown
57.6,79.3,3,311,275,68.5,176.66,Keep Running
30.7,45.2,5,470,191,38.0,98.26,Sleep Mode
49.6,56.0,7,412,242,52.8,137.69,Keep Running
39.3,30.3,1,643,191,34.8,92.65,Sleep Mode
71.6,83.4,6,284,316,77.5,189.8,Keep Running
20.7,41.5,2,484,157,31.1,85.02,Sleep Mode
60.8,36.8,5,404,269,48.8,136.47,Keep Running
40.7,43.2,0,451,223,42.0,103.73,Keep Running
47.2,62.2,0,439,239,54.7,141.23,Keep Running
19.7,44.6,0,767,121,32.1,75.57,Shutdown
22.8,34.7,0,696,146,28.7,78.05,Sleep Mode
43.6,44.2,3,349,186,43.9,108.52,Keep Running
1.0,20.3,0,827,100,10.7,34.15,Shutdown
46.4,48.3,4,619,228,47.3,123.57,Keep Running
54.8,37.4,2,418,265,46.1,126.7,Keep Running
35.3,22.8,0,552,219,29.0,86.49,Sleep Mode
5.7,40.9,2,816,71,23.3,58.26,Shutdown
44.1,21.9,5,644,225,33.0,95.46,Keep Running
71.2,69.3,9,204,309,70.3,175.28,Keep Running
38.2,39.6,6,451,232,38.9,103.52,Sleep Mode
1.0,1.0,0,894,56,1.0,10.0,Shutdown
32.1,64.5,3,604,174,48.3,111.94,Sleep Mode
1.0,31.2,0,962,95,16.1,41.05,Shutdown
65.6,35.0,5,532,293,50.3,125.79,Keep Running
66.3,78.1,8,472,325,72.2,186.06,Keep Running
29.2,17.0,2,486,163,23.1,57.28,Sleep Mode
49.3,73.4,6,308,254,61.4,162.91,Keep Running
21.8,27.7,1,670,153,24.8,74.68,Sleep Mode
17.9,52.3,3,811,95,35.1,79.14,Shutdown
98.6,81.2,8,227,401,89.9,225.2,Keep Running
9.4,29.6,1,933,73,19.5,52.48,Shutdown
29.0,44.1,1,586,139,36.6,101.13,Sleep Mode
55.4,62.3,1,466,281,58.9,161.08,Keep Running
43.9,44.6,0,493,214,44.2,117.62,Keep Running
35.2,1.0,5,482,182,18.1,55.43,Sleep Mode
89.9,78.2,10,69,374,84.1,210.75,Keep Running
22.2,31.3,0,766,153,26.7,74.58,Sleep Mode
62.3,60.9,6,356,300,61.6,156.27,Keep Running
8.7,11.7,0,616,95,10.2,37.72,Shutdown
92.7,48.5,6,38,379,70.6,186.12,Keep Running
28.2,57.2,4,370,183,42.7,107.83,Sleep Mode
40.4,62.5,6,482,218,51.4,126.69,Keep Running
1.0,7.7,0,858,84,4.3,18.14,Shutdown
40.8,43.4,1,604,228,42.1,123.35,Keep Running
35.5,33.2,4,565,187,34.3,105.99,Sleep Mode
27.3,27.8,0,748,157,27.6,73.86,Sleep Mode
26.2,46.4,3,566,156,36.3,86.44,Sleep Mode
49.3,70.4,3,313,252,59.9,143.33,Keep Running
63.7,64.2,6,363,283,64.0,156.76,Keep Running
48.3,65.3,2,679,227,56.8,144.29,Keep Running
77.8,70.8,5,367,345,74.3,187.27,Keep Running
74.4,51.6,9,197,339,63.0,163.65,Keep Running
71.2,100.0,6,353,316,85.6,202.51,Keep Running
100.0,75.8,9,2,425,87.9,228.03,Keep Running
29.8,23.1,5,678,172,26.4,73.27,Sleep Mode
7.4,16.9,0,949,109,12.1,29.46,Shutdown
66.5,65.5,6,436,337,66.0,172.1,Keep Running
71.8,73.9,8,424,323,72.9,179.03,Keep Running
84.8,96.0,7,175,352,90.4,218.65,Keep Running
100.0,80.4,10,215,433,90.2,233.01,Keep Running
4.6,25.0,3,943,72,14.8,34.58,Shutdown
100.0,100.0,12,79,454,100.0,255.16,Keep Running
40.7,58.0,0,622,219,49.3,133.0,Keep Running
48.6,58.4,6,543,231,53.5,139.41,Keep Running
5.1,31.5,0,834,84,18.3,39.28,Shutdown
49.6,79.8,4,367,239,64.7,156.15,Keep Running
69.2,72.6,11,461,295,70.9,177.86,Keep Running
72.7,38.2,6,243,318,55.4,142.71,Keep Running
21.4,18.3,4,710,128,19.8,48.25,Sleep Mode
76.3,47.6,8,193,331,62.0,162.56,Keep Running
1.0,8.7,1,833,89,4.9,11.71,Shutdown
47.6,58.4,0,370,234,53.0,134.76,Keep Running
39.3,3.8,6,358,222,21.6,68.22,Sleep Mode
24.3,22.0,4,316,157,23.2,65.77,Sleep Mode
15.7,18.6,0,681,104,17.1,49.76,Shutdown
23.0,22.4,5,541,154,22.7,75.49,Sleep Mode
75.3,82.8,7,191,362,79.0,198.2,Keep Running
58.9,56.8,7,422,266,57.9,151.91,Keep Running
79.9,70.0,8,43,360,74.9,197.12,Keep Running
7.3,27.1,0,758,95,17.2,49.18,Shutdown
17.2,29.0,4,318,136,23.1,66.04,Sleep Mode
30.9,41.3,4,628,184,36.1,92.2,Sleep Mode
77.9,85.9,6,283,339,81.9,195.86,Keep Running
43.6,61.7,4,605,213,52.6,133.35,Keep Running
58.1,72.7,7,381,274,65.4,172.65,Keep Running
58.4,53.2,9,304,284,55.8,144.57,Keep Running
35.2,29.2,6,509,200,32.2,78.44,Sleep Mode
69.6,54.8,8,252,295,62.2,161.36,Keep Running
93.6,86.3,8,131,405,89.9,226.58,Keep Running
45.2,68.8,8,486,210,57.0,142.28,Keep Running
69.2,63.1,4,267,294,66.2,165.97,Keep Running
28.3,36.0,2,696,160,32.1,89.28,Sleep Mode
53.8,59.7,5,430,266,56.7,151.35,Keep Running
64.7,73.0,4,425,299,68.9,171.12,Keep Running
50.3,64.4,6,415,243,57.4,145.52,Keep Running
100.0,95.9,10,317,420,97.9,238.44,Keep Running
1.0,17.9,0,737,65,9.5,25.75,Shutdown
35.4,48.1,1,659,186,41.7,105.23,Sleep Mode
44.3,40.5,1,475,215,42.4,106.74,Keep Running
76.9,46.6,6,204,322,61.8,158.84,Keep Running
94.7,81.9,9,83,384,88.3,224.59,Keep Running
43.0,48.4,3,290,254,45.7,117.92,Keep Running
43.0,63.3,1,439,214,53.1,128.94,Keep Running
67.6,79.7,6,532,312,73.6,189.94,Keep Running
48.5,49.3,2,220,258,48.9,133.12,Keep Running
49.2,64.1,4,376,248,56.6,143.29,Keep Running
30.4,42.0,3,561,178,36.2,98.96,Sleep Mode
93.8,88.3,9,25,402,91.0,236.1,Keep Running
16.8,26.3,0,572,143,21.6,56.96,Shutdown
32.2,39.1,2,604,192,35.7,92.43,Sleep Mode
66.2,55.9,3,224,316,61.1,155.6,Keep Running
18.2,12.9,1,639,143,15.6,46.98,Shutdown
44.7,46.5,0,394,221,45.6,114.56,Keep Running
1.9,14.3,4,850,63,8.1,19.83,Shutdown
1.0,29.8,0,926,93,15.4,42.59,Shutdown
41.9,47.4,0,718,213,44.7,117.34,Keep Running
59.4,65.1,7,220,268,62.3,160.14,Keep Running
84.3,93.2,8,70,364,88.7,222.24,Keep Running
41.8,34.3,4,472,236,38.0,97.27,Keep Running
100.0,100.0,12,196,445,100.0,257.88,Keep Running
37.0,39.7,3,565,198,38.3,101.85,Sleep Mode
13.2,20.4,0,924,103,16.8,47.95,Shutdown
70.2,83.1,8,405,308,76.6,182.8,Keep Running
100.0,93.1,11,212,411,96.6,244.12,Keep Running
9.8,1.0,1,757,109,5.4,16.26,Shutdown
31.4,43.7,4,875,182,37.5,104.33,Sleep Mode
59.3,50.5,4,370,267,54.9,137.28,Keep Running
54.7,79.8,7,533,247,67.2,167.0,Keep Running
53.3,53.9,8,489,258,53.6,137.73,Keep Running
49.7,48.7,3,510,285,49.2,132.5,Keep Running
82.5,91.7,7,308,341,87.1,214.2,Keep Running
75.3,74.6,6,246,325,75.0,182.29,Keep Running
100.0,100.0,10,127,425,100.0,262.21,Keep Running
14.6,12.0,2,768,114,13.3,41.99,Shutdown
60.7,57.9,4,281,268,59.3,160.94,Keep Running
38.3,64.0,2,643,212,51.2,122.9,Sleep Mode
73.0,77.8,9,349,324,75.4,186.77,Keep Running
2.2,5.5,0,833,71,3.8,12.06,Shutdown
51.1,45.8,4,494,239,48.5,123.4,Keep Running
49.1,37.3,1,560,234,43.2,107.82,Keep Running
100.0,100.0,10,0,423,100.0,247.02,Keep Running
57.2,50.3,2,295,279,53.8,141.61,Keep Running
9.1,28.0,3,643,76,18.6,48.56,Shutdown
52.4,27.8,5,433,234,40.1,106.33,Keep Running
83.4,57.9,11,212,366,70.6,196.09,Keep Running
1.0,1.0,1,974,54,1.0,10.0,Shutdown
67.8,35.2,7,469,305,51.5,149.34,Keep Running
81.6,72.6,9,59,355,77.1,196.28,Keep Running
47.8,54.9,2,467,225,51.4,129.17,Keep Running
61.6,53.7,7,392,276,57.7,151.7,Keep Running
33.6,35.0,0,790,197,34.3,94.0,Sleep Mode
40.7,16.2,3,456,209,28.4,82.88,Keep Running
11.0,34.3,0,696,137,22.6,72.08,Shutdown
40.8,39.5,3,488,200,40.1,98.34,Keep Running
70.2,55.7,7,431,351,62.9,167.84,Keep Running
100.0,84.4,10,20,407,92.2,230.3,Keep Running
2.7,20.1,0,795,99,11.4,35.6,Shutdown
19.7,9.3,3,776,140,14.5,41.63,Shutdown
57.8,62.3,4,186,270,60.1,161.19,Keep Running
9.2,17.5,0,489,97,13.3,41.18,Sleep Mode
78.0,65.1,7,451,314,71.5,172.22,Keep Running
19.4,19.5,2,443,122,19.5,45.76,Sleep Mode
47.5,40.3,7,486,227,43.9,109.44,Keep Running
37.7,47.0,1,266,170,42.3,97.69,Sleep Mode
86.8,61.5,9,264,410,74.2,197.47,Keep Running
44.7,33.1,4,575,245,38.9,104.61,Keep Running
61.1,70.5,6,323,293,65.8,168.91,Keep Running
41.5,1.5,4,462,220,21.5,62.9,Keep Running
38.1,21.6,3,459,200,29.9,75.59,Sleep Mode
22.1,30.6,4,655,138,26.3,72.69,Sleep Mode
11.1,14.0,0,999,123,12.5,44.09,Shutdown
32.2,9.6,3,400,184,20.9,53.64,Sleep Mode
71.7,68.6,6,264,335,70.1,178.97,Keep Running
38.7,35.2,4,419,198,36.9,91.04,Sleep Mode
50.7,62.6,5,211,257,56.7,146.44,Keep Running
100.0,93.4,12,7,410,96.7,245.29,Keep Running
51.3,58.5,1,417,242,54.9,141.15,Keep Running
70.0,100.0,2,301,332,85.0,210.96,Keep Running
40.3,47.3,2,329,206,43.8,108.47,Keep Running
44.2,51.3,5,537,232,47.7,118.28,Keep Running
80.5,79.4,8,229,350,80.0,199.39,Keep Running
24.6,4.0,1,572,181,14.3,53.66,Sleep Mode
34.9,76.0,6,512,204,55.5,142.46,Sleep Mode
23.2,39.0,6,605,142,31.1,81.7,Sleep Mode
69.9,72.7,10,165,308,71.3,179.36,Keep Running
23.2,23.6,2,431,138,23.4,58.27,Sleep Mode
12.7,19.8,0,545,95,16.3,41.29,Shutdown
67.4,56.3,6,441,301,61.9,156.64,Keep Running
1.0,1.0,0,664,80,1.0,22.8,Shutdown
22.5,36.0,4,781,122,29.2,74.92,Sleep Mode
42.2,4.3,2,468,226,23.2,72.28,Keep Running
100.0,88.0,8,0,414,94.0,246.55,Keep Running
44.2,38.4,4,469,239,41.3,103.67,Keep Running
55.0,55.1,5,396,238,55.1,142.04,Keep Running
73.7,90.6,5,81,331,82.1,204.07,Keep Running
43.6,41.3,5,630,255,42.5,119.52,Keep Running
61.1,32.2,7,609,284,46.6,132.98,Keep Running
27.8,7.9,2,624,182,17.8,60.83,Sleep Mode
23.6,27.3,0,584,163,25.4,66.11,Sleep Mode
52.6,40.6,2,331,280,46.6,134.85,Keep Running
21.2,21.9,2,611,156,21.5,55.7,Sleep Mode
59.0,71.9,5,379,288,65.5,167.32,Keep Running
12.0,2.0,2,676,126,7.0,29.46,Shutdown
14.8,14.6,0,490,110,14.7,38.3,Sleep Mode
18.0,22.0,0,775,108,20.0,42.97,Shutdown
4.6,1.0,0,658,80,2.8,21.97,Shutdown
71.1,75.5,6,256,308,73.3,181.54,Keep Running
9.1,5.1,0,566,118,7.1,24.19,Shutdown
4.5,19.1,1,866,87,11.8,37.93,Shutdown
18.6,48.9,3,768,135,33.8,90.52,Shutdown
61.2,29.4,8,432,271,45.3,120.11,Keep Running
19.2,28.2,1,600,132,23.7,67.79,Shutdown
48.7,34.7,1,426,223,41.7,116.57,Keep Running
55.1,56.4,5,474,266,55.8,142.52,Keep Running
51.3,46.7,2,430,255,49.0,124.42,Keep Running
32.6,32.8,3,336,219,32.7,94.13,Sleep Mode
84.3,75.0,9,287,357,79.6,198.04,Keep Running
20.9,39.9,0,340,144,30.4,85.06,Sleep Mode
58.3,58.5,4,515,272,58.4,143.25,Keep Running
17.7,51.2,3,496,134,34.5,85.74,Sleep Mode
80.1,71.2,10,323,363,75.7,202.65,Keep Running
28.7,40.0,4,771,185,34.4,92.12,Sleep Mode
57.7,54.0,6,400,282,55.8,144.72,Keep Running
75.9,82.2,9,117,326,79.1,193.35,Keep Running
59.5,43.4,10,569,252,51.4,138.06,Keep Running
23.6,26.9,0,854,129,25.2,69.48,Sleep Mode
1.0,1.0,0,898,85,1.0,14.5,Shutdown
54.2,66.0,6,491,260,60.1,153.19,Keep Running
50.2,76.6,5,391,273,63.4,160.15,Keep Running
68.8,66.1,6,349,338,67.5,175.02,Keep Running
1.0,27.3,0,839,82,14.2,45.05,Shutdown
47.1,47.2,6,365,223,47.1,123.06,Keep Running
21.5,5.6,4,671,147,13.6,48.63,Sleep Mode
1.8,26.3,1,897,84,14.0,32.92,Shutdown
100.0,100.0,15,25,428,100.0,244.74,Keep Running
56.0,70.5,6,234,289,63.3,166.42,Keep Running
4.3,36.9,2,741,75,20.6,51.37,Shutdown
30.2,17.4,4,478,166,23.8,60.38,Sleep Mode
22.3,28.4,0,733,165,25.3,70.93,Sleep Mode
1.0,17.1,0,827,56,9.1,23.89,Shutdown
1.0,16.5,0,1004,84,8.7,33.19,Shutdown
44.2,47.7,2,468,252,45.9,118.28,Keep Running
49.6,53.7,4,573,260,51.7,134.01,Keep Running
19.7,39.1,2,763,121,29.4,67.76,Shutdown
43.7,55.2,3,587,200,49.5,116.51,Keep Running
64.2,62.0,5,419,269,63.1,166.06,Keep Running
56.9,32.8,6,365,272,44.8,119.86,Keep Running
47.6,27.9,4,271,259,37.7,94.52,Keep Running
10.9,6.7,0,584,122,8.8,28.79,Shutdown
42.0,54.1,2,586,203,48.0,124.32,Keep Running
40.4,42.7,5,595,204,41.5,109.86,Keep Running
45.9,66.1,5,372,229,56.0,133.58,Keep Running
32.7,19.2,0,601,177,25.9,75.75,Sleep Mode
49.6,38.5,4,653,264,44.1,119.64,Keep Running
32.0,40.9,0,280,169,36.4,98.77,Sleep Mode
22.2,53.0,3,686,138,37.6,100.2,Sleep Mode
83.1,100.0,6,53,353,91.6,229.98,Keep Running
72.0,61.4,4,180,319,66.7,166.87,Keep Running
33.9,47.5,2,584,179,40.7,107.88,Sleep Mode
46.4,45.8,3,200,218,46.1,119.65,Keep Running
95.7,68.1,10,226,405,81.9,217.12,Keep Running
20.3,4.5,0,749,148,12.4,46.44,Sleep Mode
65.5,69.8,6,367,287,67.7,177.23,Keep Running
59.6,78.8,2,316,289,69.2,180.95,Keep Running
72.4,83.7,9,216,328,78.0,196.34,Keep Running
68.3,54.8,5,297,320,61.6,162.89,Keep Running
51.0,50.8,5,484,252,50.9,129.28,Keep Running
40.3,35.4,4,756,226,37.8,106.36,Keep Running
45.6,37.0,2,448,227,41.3,109.57,Keep Running
41.0,24.2,8,511,204,32.6,90.57,Keep Running
36.3,53.6,3,667,231,45.0,118.86,Sleep Mode
38.3,58.2,5,591,193,48.3,114.42,Sleep Mode
70.3,60.4,8,396,310,65.3,167.03,Keep Running
28.3,46.5,1,386,164,37.4,97.26,Sleep Mode
1.0,6.7,0,558,64,3.8,10.0,Shutdown
21.4,13.1,3,639,130,17.2,46.74,Sleep Mode
5.0,27.6,0,718,97,16.3,43.95,Shutdown
58.0,43.6,7,383,258,50.8,134.66,Keep Running
100.0,97.0,14,0,431,98.5,251.5,Keep Running
80.4,76.5,11,41,321,78.5,192.32,Keep Running
63.1,34.5,6,391,282,48.8,130.63,Keep Running
39.5,29.9,5,607,213,34.7,91.01,Sleep Mode
56.1,63.6,6,615,303,59.9,145.1,Keep Running
24.8,31.6,0,562,151,28.2,81.56,Sleep Mode
78.5,81.0,6,379,318,79.8,196.5,Keep Running
9.8,13.4,2,858,101,11.6,32.82,Shutdown
49.1,35.2,5,692,229,42.1,111.29,Keep Running
52.5,58.3,5,325,261,55.4,137.7,Keep Running
5.6,13.1,0,790,110,9.4,36.14,Shutdown
69.9,61.4,4,58,330,65.6,157.46,Keep Running
38.0,22.5,1,393,189,30.2,88.1,Sleep Mode
100.0,63.9,15,28,407,82.0,221.16,Keep Running
11.4,16.1,2,751,95,13.7,30.4,Shutdown
1.0,1.0,0,764,70,1.0,10.0,Shutdown
72.9,74.4,9,275,325,73.6,193.58,Keep Running
63.7,55.1,8,349,293,59.4,162.73,Keep Running
20.0,29.8,1,814,147,24.9,63.69,Shutdown
1.0,18.6,3,546,77,9.8,28.98,Shutdown
59.7,69.8,2,434,285,64.7,170.21,Keep Running
37.3,57.0,2,645,203,47.2,125.03,Sleep Mode
53.3,60.7,4,593,262,57.0,148.01,Keep Running
85.2,48.5,4,134,360,66.9,183.52,Keep Running
72.5,30.7,7,189,329,51.6,136.9,Keep Running
78.8,71.4,7,137,352,75.1,186.68,Keep Running
