job_type,cpu_required,memory_required_gb,estimated_runtime_minutes,priority,current_node_load,available_cpu_cores,available_memory_gb,recommended_node
Data Processing,20,81,471,Medium,6,16,96,Node-086
ETL,26,94,472,Medium,58,11,84,Node-087
Simulation,22,91,740,Medium,58,49,210,Node-088
Analytics,30,99,559,High,73,50,213,Node-089
Analytics,24,82,611,Medium,14,34,164,Node-090
ETL,16,51,545,High,25,45,215,Node-091
Analytics,21,82,508,Low,30,31,157,Node-092
ETL,26,77,535,Critical,5,26,113,Node-093
Data Processing,17,56,651,Medium,85,41,178,Node-094
Data Processing,22,71,404,High,54,23,51,Node-095
Data Processing,17,60,491,Medium,57,21,107,Node-096
Simulation,10,39,277,Low,37,58,234,Node-097
Simulation,18,65,389,Critical,37,58,256,Node-098
Analytics,22,65,480,Low,25,26,134,Node-099
Analytics,13,47,258,High,10,16,72,Node-100
Analytics,24,56,623,Medium,45,43,195,Node-001
ETL,15,58,304,Medium,69,62,256,Node-002
Data Processing,9,22,293,Medium,18,18,78,Node-003
Analytics,5,16,66,Medium,39,48,193,Node-004
Data Processing,13,39,535,Critical,32,29,142,Node-005
Analytics,31,108,737,Critical,60,8,77,Node-006
ETL,26,73,641,High,59,42,163,Node-007
ETL,23,81,589,High,34,22,73,Node-008
ML Training,1,29,137,Medium,73,14,71,Node-009
ML Training,20,59,581,Medium,7,33,127,Node-010
Data Processing,5,20,370,High,87,34,132,Node-011
Simulation,15,49,348,Medium,50,32,123,Node-012
Data Processing,3,16,61,High,13,60,256,Node-013
Data Processing,11,43,446,Medium,43,28,128,Node-014
Data Processing,7,33,265,Critical,29,47,190,Node-015
Simulation,28,107,626,Low,65,48,222,Node-016
Simulation,21,72,649,High,75,58,214,Node-017
Analytics,7,34,85,Medium,37,29,142,Node-018
Analytics,24,74,712,Medium,16,15,86,Node-019
Data Processing,31,106,714,Medium,43,30,133,Node-020
ML Training,5,37,224,Low,36,40,174,Node-021
Simulation,11,46,332,Medium,85,57,237,Node-022
ML Training,28,97,903,High,19,55,195,Node-023
Simulation,1,21,227,Medium,18,52,240,Node-024
ETL,32,113,882,Medium,7,9,49,Node-025
ML Training,26,82,553,High,8,15,121,Node-026
Simulation,16,62,338,Medium,19,46,220,Node-027
ML Training,26,66,731,Critical,15,30,141,Node-028
ML Training,17,42,365,High,62,37,164,Node-029
Simulation,20,62,601,High,77,20,62,Node-030
Data Processing,6,24,134,Medium,32,30,128,Node-031
Analytics,4,13,186,High,44,11,102,Node-032
Analytics,14,39,463,Medium,56,59,237,Node-033
Data Processing,11,42,338,Low,20,11,40,Node-034
ETL,6,25,125,High,70,15,44,Node-035
Simulation,3,4,278,Medium,17,42,184,Node-036
Analytics,10,44,370,Low,6,25,119,Node-037
Data Processing,15,52,510,Medium,85,29,125,Node-038
Simulation,7,18,216,Low,46,35,133,Node-039
ETL,9,39,136,Medium,85,13,53,Node-040
Analytics,12,29,140,Low,13,26,107,Node-041
Data Processing,7,35,282,Medium,44,58,245,Node-042
Simulation,22,72,509,Medium,25,60,256,Node-043
ML Training,22,62,592,Medium,9,55,241,Node-044
Data Processing,11,29,427,Medium,14,32,145,Node-045
ETL,22,80,518,Low,94,11,74,Node-046
ML Training,29,91,736,Low,75,26,164,Node-047
Data Processing,10,36,326,Medium,33,27,137,Node-048
Data Processing,23,84,510,Critical,37,31,126,Node-049
Analytics,18,59,528,High,29,46,165,Node-050
Data Processing,19,68,604,Low,48,29,142,Node-051
ETL,27,101,561,Low,58,29,171,Node-052
ETL,24,84,808,Medium,7,62,256,Node-053
Simulation,21,78,414,Low,5,37,163,Node-054
Data Processing,1,25,62,High,36,35,165,Node-055
ETL,2,34,63,Low,73,33,158,Node-056
Simulation,6,27,280,High,70,23,118,Node-057
Data Processing,7,5,296,Low,5,10,73,Node-058
ML Training,10,27,409,High,61,27,136,Node-059
ML Training,9,43,248,Medium,38,38,142,Node-060
Analytics,19,73,539,Medium,54,51,256,Node-061
ML Training,25,91,677,Low,19,33,169,Node-062
Data Processing,29,94,667,Medium,82,40,192,Node-063
ETL,21,76,599,High,50,47,189,Node-064
ETL,26,86,607,Medium,60,50,224,Node-065
Analytics,12,43,366,High,73,35,154,Node-066
Analytics,28,105,686,High,69,43,214,Node-067
Simulation,6,29,221,Low,26,9,66,Node-068
Data Processing,27,96,624,High,49,52,202,Node-069
ML Training,27,75,750,Critical,50,29,109,Node-070
ML Training,12,32,280,High,10,31,128,Node-071
ML Training,18,56,549,High,32,58,245,Node-072
ML Training,24,91,549,Medium,67,19,63,Node-073
Analytics,23,91,792,Low,48,26,134,Node-074
ETL,7,20,286,High,51,20,93,Node-075
Data Processing,27,91,530,High,76,39,173,Node-076
ML Training,29,94,896,Medium,38,62,256,Node-077
ML Training,4,18,308,High,80,15,71,Node-078
ML Training,24,95,630,High,68,52,176,Node-079
ETL,5,10,184,High,64,10,46,Node-080
Data Processing,21,68,419,Medium,88,28,104,Node-081
Data Processing,12,42,332,Medium,90,33,176,Node-082
Simulation,27,96,640,Medium,19,49,218,Node-083
ETL,1,2,210,High,91,48,196,Node-084
ML Training,9,18,178,Medium,5,47,200,Node-085
ETL,7,33,177,High,60,51,246,Node-086
Simulation,23,83,543,Medium,91,20,99,Node-087
Simulation,15,79,395,Medium,25,21,113,Node-088
ETL,2,35,217,High,44,64,256,Node-089
Data Processing,28,81,705,Low,33,46,224,Node-090
Analytics,30,87,469,Medium,13,57,238,Node-091
Analytics,2,8,164,High,5,32,103,Node-092
ML Training,27,94,773,Medium,68,41,173,Node-093
ETL,18,61,489,Medium,26,62,236,Node-094
ML Training,18,63,415,High,56,64,256,Node-095
Analytics,23,60,605,Critical,74,25,129,Node-096
ETL,23,64,508,Low,27,56,232,Node-097
Simulation,8,33,267,Low,40,33,133,Node-098
Analytics,22,62,666,Medium,54,32,128,Node-099
ML Training,9,16,342,Medium,81,42,153,Node-100
Data Processing,5,5,211,Medium,35,63,256,Node-001
Data Processing,20,78,772,High,43,21,121,Node-002
Data Processing,23,79,624,High,25,19,63,Node-003
Simulation,10,31,271,Medium,10,23,105,Node-004
ML Training,13,43,426,Critical,40,35,161,Node-005
Data Processing,28,96,802,Medium,26,18,94,Node-006
ML Training,11,52,391,Medium,30,26,157,Node-007
ML Training,28,83,536,Medium,58,22,100,Node-008
Data Processing,28,92,605,Critical,47,23,99,Node-009
Data Processing,7,23,426,Medium,39,37,132,Node-010
Data Processing,21,89,354,High,86,46,193,Node-011
ETL,23,80,570,High,92,49,194,Node-012
Analytics,22,77,619,Critical,50,44,184,Node-013
Data Processing,24,74,643,Low,41,56,240,Node-014
Simulation,18,38,638,Medium,73,28,104,Node-015
ML Training,30,91,886,Medium,26,51,211,Node-016
Simulation,26,90,574,Low,46,21,92,Node-017
ETL,13,44,454,High,62,38,170,Node-018
ML Training,21,88,522,Low,31,25,96,Node-019
Simulation,6,18,422,Low,41,61,256,Node-020
ML Training,18,63,576,Low,37,64,256,Node-021
ML Training,15,46,290,Medium,13,61,256,Node-022
Simulation,20,54,706,Critical,12,20,53,Node-023
Data Processing,22,86,489,High,34,14,60,Node-024
Analytics,4,2,192,Low,86,13,86,Node-025
Analytics,19,67,623,High,9,37,143,Node-026
Data Processing,18,75,530,Low,8,32,129,Node-027
ML Training,28,75,771,High,15,25,99,Node-028
ETL,11,32,295,Critical,81,43,211,Node-029
ML Training,4,15,144,Low,28,54,249,Node-030
ML Training,12,37,392,Low,69,53,167,Node-031
Data Processing,6,24,342,Critical,94,33,150,Node-032
Data Processing,14,48,280,Medium,18,41,179,Node-033
Simulation,17,60,332,Medium,91,11,110,Node-034
Analytics,22,78,355,Medium,38,29,159,Node-035
Analytics,12,43,322,Medium,79,59,240,Node-036
Simulation,13,56,225,Medium,7,27,74,Node-037
ML Training,6,38,140,High,93,29,145,Node-038
ML Training,27,74,724,Low,49,20,91,Node-039
Simulation,27,97,721,High,18,50,218,Node-040
Simulation,17,64,316,Medium,10,50,213,Node-041
Data Processing,5,20,175,Critical,16,10,53,Node-042
ML Training,31,109,850,Low,34,22,136,Node-043
Analytics,16,56,467,High,21,29,137,Node-044
Analytics,21,67,667,Medium,77,59,248,Node-045
ETL,15,44,294,Medium,7,49,212,Node-046
Data Processing,30,128,764,Medium,84,53,217,Node-047
Data Processing,10,45,221,High,25,55,231,Node-048
ML Training,6,10,196,Critical,79,28,143,Node-049
Simulation,4,17,224,Low,6,8,71,Node-050
ML Training,24,80,749,Medium,94,33,155,Node-051
ML Training,25,62,796,Medium,84,56,244,Node-052
Simulation,3,2,164,Medium,67,12,60,Node-053
Simulation,19,68,481,Medium,34,15,64,Node-054
Data Processing,29,98,761,Medium,51,63,256,Node-055
Analytics,31,100,824,High,41,22,133,Node-056
Simulation,29,79,686,Low,46,47,186,Node-057
ML Training,1,4,144,Critical,21,40,192,Node-058
Analytics,14,54,399,High,11,36,163,Node-059
Analytics,7,14,262,High,51,50,210,Node-060
ML Training,21,83,567,High,21,47,240,Node-061
ETL,9,43,236,Critical,81,38,157,Node-062
Simulation,8,30,24,Low,80,62,249,Node-063
ML Training,10,28,283,Low,68,31,159,Node-064
Analytics,24,79,535,Critical,25,56,256,Node-065
ML Training,10,52,336,Medium,37,26,129,Node-066
Analytics,17,37,464,High,86,19,92,Node-067
Simulation,31,106,689,Critical,34,20,80,Node-068
Analytics,32,105,693,High,56,31,124,Node-069
Simulation,2,28,204,Critical,37,56,230,Node-070
ML Training,23,68,686,High,62,49,233,Node-071
Simulation,14,50,296,Critical,18,57,228,Node-072
ML Training,32,111,786,Low,49,19,49,Node-073
ML Training,30,84,662,Medium,46,12,71,Node-074
ETL,24,74,642,Low,13,57,236,Node-075
Data Processing,14,49,187,Medium,12,28,114,Node-076
Data Processing,24,71,659,Medium,37,29,146,Node-077
Data Processing,16,50,306,High,22,43,203,Node-078
Data Processing,6,16,379,Medium,51,37,146,Node-079
Data Processing,13,47,210,Medium,57,15,102,Node-080
ETL,32,107,682,Medium,93,27,105,Node-081
Data Processing,1,3,81,High,80,21,90,Node-082
ML Training,24,86,789,Low,94,22,99,Node-083
ETL,28,89,797,Medium,73,30,104,Node-084
ML Training,12,42,203,Low,28,61,256,Node-085
Data Processing,5,28,382,Medium,80,59,256,Node-086
Data Processing,23,82,383,High,93,50,205,Node-087
Analytics,29,92,456,Medium,72,54,243,Node-088
Data Processing,11,43,371,High,15,41,225,Node-089
Simulation,20,78,449,High,81,60,256,Node-090
Simulation,28,90,652,Low,27,58,243,Node-091
Simulation,32,82,741,Critical,72,51,229,Node-092
Data Processing,20,73,493,Critical,26,50,197,Node-093
ML Training,17,54,460,Medium,41,39,144,Node-094
Simulation,16,42,357,Low,51,60,256,Node-095
ETL,14,46,377,Low,36,30,104,Node-096
Analytics,10,31,300,Low,93,53,210,Node-097
ML Training,11,41,491,Medium,30,24,119,Node-098
Data Processing,13,50,375,Medium,29,13,84,Node-099
Simulation,8,23,270,High,72,31,140,Node-100
ML Training,30,115,846,High,55,8,53,Node-001
Data Processing,22,85,480,Low,10,51,241,Node-002
Data Processing,17,40,429,Medium,58,13,68,Node-003
Data Processing,2,2,303,Medium,37,59,256,Node-004
Simulation,10,20,235,Critical,49,57,254,Node-005
Data Processing,16,32,578,Low,86,32,150,Node-006
ML Training,31,79,569,Medium,38,40,192,Node-007
Data Processing,24,83,723,Medium,10,59,253,Node-008
Analytics,20,57,476,High,86,50,191,Node-009
Data Processing,23,79,344,Low,28,64,232,Node-010
ML Training,31,83,687,Medium,75,19,65,Node-011
Simulation,27,113,751,Low,40,54,189,Node-012
Data Processing,23,74,660,Critical,44,26,140,Node-013
Analytics,5,31,104,Medium,49,61,256,Node-014
Data Processing,5,28,258,Critical,27,38,178,Node-015
Analytics,23,68,736,Medium,15,54,221,Node-016
ETL,4,19,368,Low,24,24,142,Node-017
Data Processing,12,39,318,Medium,20,42,185,Node-018
Simulation,7,30,270,Medium,80,63,249,Node-019
ML Training,15,33,416,Medium,46,31,146,Node-020
Data Processing,23,79,521,High,89,15,22,Node-021
Data Processing,6,22,186,Medium,56,48,200,Node-022
Analytics,26,88,709,Medium,72,62,240,Node-023
Analytics,13,43,260,High,47,55,256,Node-024
ML Training,29,100,663,Low,27,15,70,Node-025
ML Training,14,58,414,High,20,36,147,Node-026
Analytics,30,102,619,Critical,53,44,197,Node-027
Data Processing,1,10,104,High,58,40,182,Node-028
ML Training,21,75,552,Low,77,48,220,Node-029
Data Processing,6,39,370,Medium,72,30,142,Node-030
ML Training,9,35,407,Low,63,47,232,Node-031
Analytics,22,68,511,Medium,83,32,138,Node-032
Data Processing,26,90,704,Critical,91,51,200,Node-033
ML Training,11,37,326,Medium,13,59,218,Node-034
Simulation,26,83,601,Low,87,35,183,Node-035
Simulation,18,59,565,Medium,85,48,246,Node-036
ETL,30,78,711,High,6,18,91,Node-037
ML Training,20,56,524,High,32,9,27,Node-038
ETL,27,79,841,Medium,25,49,175,Node-039
Data Processing,28,73,775,High,20,30,139,Node-040
Data Processing,3,5,214,Medium,40,23,110,Node-041
ETL,32,105,716,Medium,52,11,28,Node-042
Simulation,17,63,510,Medium,67,19,96,Node-043
ETL,25,88,619,Medium,64,33,176,Node-044
Data Processing,17,60,408,Medium,71,43,207,Node-045
Data Processing,5,31,254,Medium,77,27,153,Node-046
Simulation,16,75,328,Medium,9,37,182,Node-047
Analytics,10,22,455,High,87,29,132,Node-048
ETL,13,35,374,Critical,35,37,161,Node-049
Analytics,1,23,10,High,43,31,170,Node-050
ML Training,19,64,629,Medium,58,10,35,Node-051
Data Processing,23,101,606,Medium,9,23,119,Node-052
ML Training,21,61,574,Medium,52,25,108,Node-053
Analytics,31,89,643,High,51,9,52,Node-054
ML Training,20,67,648,Medium,91,55,254,Node-055
Analytics,17,67,356,High,27,34,147,Node-056
ETL,23,63,696,Medium,71,58,256,Node-057
ML Training,3,9,175,High,54,21,98,Node-058
ETL,28,79,547,High,52,62,256,Node-059
Data Processing,20,67,456,Medium,10,50,178,Node-060
Data Processing,32,103,834,High,56,30,114,Node-061
ETL,15,54,402,High,41,64,256,Node-062
Data Processing,5,16,320,Critical,28,53,212,Node-063
Data Processing,17,72,438,Medium,36,16,90,Node-064
ML Training,14,20,425,Medium,33,44,202,Node-065
Analytics,29,86,626,Low,19,8,58,Node-066
Simulation,6,12,120,Low,51,50,204,Node-067
Data Processing,28,90,732,Medium,48,38,195,Node-068
ML Training,13,34,372,Medium,53,31,115,Node-069
Analytics,5,2,226,Critical,24,23,133,Node-070
ETL,9,21,328,High,82,14,58,Node-071
Simulation,29,81,654,Medium,15,41,203,Node-072
ML Training,7,34,433,High,66,29,179,Node-073
ETL,11,52,310,High,45,29,121,Node-074
ML Training,28,111,592,High,88,33,150,Node-075
ETL,10,41,334,Critical,56,58,256,Node-076
Data Processing,22,74,427,Low,57,36,152,Node-077
Analytics,14,38,436,High,27,45,213,Node-078
Data Processing,26,88,600,High,46,12,55,Node-079
ML Training,9,57,314,Medium,64,63,256,Node-080
ETL,14,44,378,High,37,16,107,Node-081
Simulation,20,69,490,High,57,25,152,Node-082
ML Training,3,19,227,High,65,18,92,Node-083
Data Processing,22,72,588,Medium,92,46,223,Node-084
Data Processing,10,44,200,Medium,69,45,181,Node-085
Data Processing,3,26,109,Critical,47,51,205,Node-086
ML Training,26,82,770,Low,82,12,49,Node-087
Data Processing,30,105,760,Medium,31,32,134,Node-088
ETL,28,93,436,High,17,51,198,Node-089
Data Processing,1,18,219,Medium,36,45,193,Node-090
ML Training,21,69,516,Low,88,56,222,Node-091
Analytics,16,62,335,High,20,54,236,Node-092
ML Training,9,35,131,High,74,32,148,Node-093
Data Processing,7,37,265,High,44,23,103,Node-094
Data Processing,22,61,414,Medium,20,26,110,Node-095
Analytics,14,51,152,High,14,59,256,Node-096
ML Training,27,77,629,Medium,16,29,151,Node-097
Simulation,31,94,626,Medium,52,33,149,Node-098
ML Training,27,92,629,Medium,14,54,224,Node-099
ML Training,8,28,79,Medium,25,46,209,Node-100
ETL,5,26,169,Critical,43,11,42,Node-001
ML Training,20,63,389,Medium,29,48,197,Node-002
ML Training,16,41,458,Medium,92,9,45,Node-003
Data Processing,11,65,156,High,91,35,136,Node-004
Simulation,15,48,475,Medium,80,57,220,Node-005
ETL,17,53,433,Medium,91,21,126,Node-006
Data Processing,2,14,205,High,83,34,164,Node-007
ML Training,20,69,432,Medium,40,46,201,Node-008
ML Training,11,64,314,Medium,85,21,77,Node-009
Simulation,25,88,606,Medium,51,51,256,Node-010
ETL,28,113,860,Medium,75,58,241,Node-011
Data Processing,23,68,435,High,73,49,171,Node-012
ML Training,20,73,525,High,61,42,174,Node-013
ETL,30,83,685,Medium,73,25,104,Node-014
ETL,28,90,767,High,48,29,138,Node-015
Simulation,28,89,789,Medium,57,15,54,Node-016
ETL,20,78,620,High,90,57,256,Node-017
ML Training,29,90,808,Medium,55,52,233,Node-018
ML Training,7,29,155,High,47,43,140,Node-019
ETL,19,70,433,Medium,12,31,139,Node-020
Analytics,3,7,291,Medium,71,31,145,Node-021
ML Training,26,82,592,High,31,43,181,Node-022
Data Processing,9,20,209,Medium,16,59,234,Node-023
Data Processing,14,59,636,Critical,38,43,216,Node-024
ML Training,15,53,369,High,77,35,128,Node-025
Simulation,14,47,463,Low,51,31,106,Node-026
ML Training,9,45,300,High,67,13,73,Node-027
ETL,18,47,615,Medium,72,18,94,Node-028
Simulation,15,44,402,High,6,24,99,Node-029
Data Processing,1,10,176,Medium,5,31,133,Node-030
ML Training,7,49,224,High,68,32,182,Node-031
Analytics,11,56,271,Medium,16,20,123,Node-032
ML Training,8,36,188,Low,38,31,109,Node-033
Data Processing,24,94,588,Medium,71,63,256,Node-034
Data Processing,25,89,503,Medium,77,56,256,Node-035
Data Processing,25,76,564,Low,23,47,238,Node-036
Data Processing,29,110,602,Medium,92,18,109,Node-037
Analytics,12,46,248,High,71,46,184,Node-038
ETL,2,15,307,Medium,24,43,207,Node-039
Data Processing,12,43,237,High,35,53,221,Node-040
ML Training,24,71,631,Medium,30,59,256,Node-041
ETL,26,97,628,High,26,15,35,Node-042
ML Training,10,33,291,Medium,65,22,119,Node-043
ML Training,11,42,269,Medium,59,27,157,Node-044
Analytics,27,96,723,Low,9,60,235,Node-045
Simulation,17,54,339,Low,45,62,239,Node-046
Analytics,6,27,144,High,25,27,113,Node-047
Simulation,7,23,159,High,49,59,256,Node-048
Data Processing,29,84,626,High,36,32,172,Node-049
ML Training,10,50,515,High,32,61,240,Node-050
Analytics,31,96,645,Medium,49,17,88,Node-051
Analytics,18,61,663,High,78,51,242,Node-052
Data Processing,27,84,598,Medium,62,38,166,Node-053
Analytics,14,49,302,Medium,90,42,184,Node-054
Data Processing,19,69,385,Critical,31,31,108,Node-055
Data Processing,14,50,484,Medium,75,12,53,Node-056
Data Processing,22,61,559,Low,60,38,141,Node-057
ML Training,32,122,691,High,91,63,256,Node-058
Simulation,1,9,52,Low,63,27,139,Node-059
Simulation,24,65,747,Medium,75,22,98,Node-060
Data Processing,9,43,367,Medium,79,33,166,Node-061
Analytics,30,96,784,Low,9,61,256,Node-062
ML Training,27,83,711,High,82,10,44,Node-063
ETL,17,73,548,High,65,14,83,Node-064
ETL,27,74,647,Medium,42,46,216,Node-065
Simulation,15,47,424,High,30,14,119,Node-066
ML Training,21,79,496,Medium,67,16,87,Node-067
Analytics,2,6,98,Medium,75,28,108,Node-068
Simulation,23,75,620,Medium,5,24,90,Node-069
Simulation,25,107,537,High,78,25,131,Node-070
Analytics,32,96,861,Medium,63,63,256,Node-071
Data Processing,30,92,766,Low,60,51,213,Node-072
ML Training,6,23,302,High,66,36,156,Node-073
Simulation,32,97,715,High,91,21,78,Node-074
Data Processing,19,60,430,Low,38,15,74,Node-075
Data Processing,24,68,624,Medium,36,54,234,Node-076
Simulation,10,48,295,High,82,11,61,Node-077
ML Training,16,61,455,Medium,38,17,61,Node-078
Data Processing,4,25,127,Medium,77,37,122,Node-079
Data Processing,24,81,548,High,78,28,131,Node-080
Analytics,20,57,694,High,68,62,256,Node-081
ML Training,20,73,363,Critical,51,9,22,Node-082
Analytics,29,96,741,High,77,43,162,Node-083
Data Processing,25,72,701,High,61,31,168,Node-084
ML Training,31,88,707,High,39,27,113,Node-085
Simulation,27,92,581,Medium,28,43,176,Node-086
Analytics,32,83,654,Medium,72,14,58,Node-087
Data Processing,32,111,818,Low,14,19,100,Node-088
Analytics,24,83,516,Medium,81,45,213,Node-089
Analytics,31,114,732,High,65,37,176,Node-090
Data Processing,19,68,497,Medium,90,48,213,Node-091
Simulation,28,99,600,Critical,51,24,144,Node-092
Simulation,20,46,372,Medium,47,26,156,Node-093
ML Training,11,33,315,Low,8,36,156,Node-094
Data Processing,32,93,654,Low,15,61,256,Node-095
ETL,9,44,283,Low,51,34,110,Node-096
ETL,9,48,350,Low,71,13,16,Node-097
ML Training,18,57,515,Critical,82,27,135,Node-098
ML Training,8,46,246,Low,59,60,254,Node-099
ETL,30,103,697,High,30,55,208,Node-100
ML Training,7,31,216,Medium,6,11,56,Node-001
Data Processing,20,51,456,Medium,56,34,119,Node-002
Data Processing,27,86,573,High,11,31,144,Node-003
ML Training,23,72,659,Medium,58,32,121,Node-004
ETL,28,103,509,Medium,19,63,256,Node-005
Simulation,9,39,231,High,27,12,87,Node-006
Data Processing,19,59,725,Critical,92,37,153,Node-007
Simulation,5,11,280,Medium,77,52,249,Node-008
Data Processing,25,83,485,High,45,43,195,Node-009
Analytics,22,85,593,Critical,37,63,256,Node-010
Data Processing,27,98,703,High,30,54,256,Node-011
ML Training,26,65,627,Critical,51,52,200,Node-012
ETL,19,57,454,Medium,53,60,249,Node-013
Data Processing,7,9,393,Low,65,17,93,Node-014
Analytics,16,55,428,Medium,76,16,96,Node-015
Data Processing,4,39,97,Medium,77,27,124,Node-016
Data Processing,19,71,500,Medium,13,44,183,Node-017
Analytics,10,23,361,Medium,49,22,107,Node-018
ETL,22,61,565,Medium,31,64,231,Node-019
Analytics,24,70,554,Medium,21,48,225,Node-020
Data Processing,28,99,739,High,87,32,133,Node-021
Analytics,20,50,506,Low,86,47,225,Node-022
ETL,3,19,292,Low,6,59,256,Node-023
Analytics,11,41,327,Low,53,39,162,Node-024
Data Processing,3,4,235,Medium,24,23,130,Node-025
Data Processing,9,50,320,Medium,58,31,141,Node-026
ML Training,32,100,712,Medium,23,11,49,Node-027
Simulation,15,43,517,Medium,55,49,256,Node-028
ETL,22,73,676,Low,54,55,254,Node-029
Analytics,19,51,337,Critical,10,63,219,Node-030
ML Training,26,85,624,Low,88,25,101,Node-031
ETL,9,31,222,Low,48,48,173,Node-032
Analytics,12,50,332,Low,36,23,127,Node-033
ETL,29,104,497,High,38,9,57,Node-034
Data Processing,19,60,431,Medium,73,23,104,Node-035
ETL,25,80,614,High,49,19,127,Node-036
ML Training,17,41,464,Medium,41,17,71,Node-037
ETL,9,40,282,Low,84,46,235,Node-038
Analytics,21,71,490,High,22,58,210,Node-039
Analytics,3,11,241,High,71,33,135,Node-040
Data Processing,10,47,282,Medium,89,20,114,Node-041
ETL,29,106,688,Medium,9,39,189,Node-042
Data Processing,25,80,584,High,59,39,164,Node-043
Data Processing,15,64,354,High,28,21,73,Node-044
ML Training,26,78,624,Critical,7,47,239,Node-045
Data Processing,21,55,586,Medium,25,36,126,Node-046
ML Training,31,105,766,High,44,52,205,Node-047
Simulation,5,40,166,High,35,27,141,Node-048
Analytics,17,74,569,Medium,75,50,210,Node-049
Simulation,22,76,719,Critical,67,30,147,Node-050
ML Training,27,83,638,Medium,49,40,145,Node-051
Analytics,12,44,480,High,32,21,132,Node-052
Data Processing,28,84,742,High,31,60,256,Node-053
Simulation,4,34,159,Medium,42,52,225,Node-054
Data Processing,28,94,524,High,81,8,49,Node-055
ETL,21,51,658,High,65,10,59,Node-056
Data Processing,7,27,260,Low,91,35,155,Node-057
Simulation,17,34,578,High,78,21,107,Node-058
ETL,26,79,501,High,23,61,244,Node-059
Data Processing,19,67,416,Medium,22,60,256,Node-060
ETL,12,37,415,High,32,19,79,Node-061
ETL,24,96,709,Critical,52,37,185,Node-062
ML Training,16,51,352,Low,80,15,66,Node-063
Simulation,13,55,346,High,66,61,223,Node-064
Simulation,26,100,648,High,6,46,186,Node-065
Analytics,25,81,406,High,68,26,107,Node-066
Simulation,4,32,274,Medium,23,42,194,Node-067
Simulation,21,77,385,High,19,43,189,Node-068
Simulation,25,55,501,Low,54,42,170,Node-069
ML Training,26,84,646,Low,6,24,88,Node-070
Simulation,23,80,521,Critical,48,13,44,Node-071
ML Training,30,90,641,Critical,70,13,88,Node-072
Simulation,14,54,501,Medium,37,23,74,Node-073
Simulation,24,103,429,Medium,93,57,249,Node-074
ETL,16,46,492,High,35,22,67,Node-075
ML Training,31,97,712,Low,75,52,244,Node-076
Analytics,15,49,371,Medium,6,18,78,Node-077
ML Training,7,42,322,Medium,93,19,88,Node-078
Simulation,11,35,233,Critical,73,13,37,Node-079
ETL,8,45,472,Medium,78,11,94,Node-080
ML Training,17,53,371,High,87,41,151,Node-081
Simulation,29,90,762,Low,94,37,148,Node-082
Data Processing,23,68,616,High,54,56,216,Node-083
ETL,31,88,766,Medium,70,64,256,Node-084
ML Training,28,93,896,Low,17,55,247,Node-085
Analytics,29,108,783,Critical,11,36,155,Node-086
ETL,4,33,232,High,83,47,217,Node-087
Analytics,10,50,461,Medium,9,37,181,Node-088
ML Training,13,48,327,Critical,57,32,146,Node-089
Data Processing,8,42,285,High,37,45,193,Node-090
Data Processing,20,57,393,Critical,72,52,181,Node-091
Simulation,26,71,584,Low,14,38,206,Node-092
Analytics,31,89,876,Medium,60,63,256,Node-093
ML Training,16,55,573,High,89,32,131,Node-094
ML Training,28,96,704,Medium,44,24,115,Node-095
Data Processing,29,87,746,High,42,41,199,Node-096
Data Processing,5,26,150,Critical,11,34,144,Node-097
ML Training,22,62,493,High,40,34,145,Node-098
Data Processing,1,27,163,Medium,32,16,130,Node-099
ML Training,31,102,658,Medium,89,9,48,Node-100
Simulation,16,42,312,Medium,57,18,106,Node-001
Simulation,6,22,220,Low,38,53,206,Node-002
ETL,16,49,200,Medium,86,36,193,Node-003
ML Training,20,65,467,High,14,24,116,Node-004
Data Processing,14,51,425,High,49,13,83,Node-005
ML Training,4,25,293,Medium,29,32,120,Node-006
ML Training,1,9,63,High,5,24,115,Node-007
Simulation,29,80,639,Low,94,41,211,Node-008
ETL,2,20,65,Low,86,39,147,Node-009
Analytics,31,105,828,Medium,88,44,174,Node-010
ML Training,11,35,230,Low,87,29,128,Node-011
Data Processing,15,46,338,Critical,53,31,182,Node-012
ETL,16,64,480,Medium,50,30,117,Node-013
Data Processing,9,21,227,Low,78,23,118,Node-014
Analytics,23,67,687,Low,6,52,235,Node-015
ML Training,12,59,115,High,17,38,159,Node-016
ML Training,6,24,153,High,18,13,84,Node-017
ETL,30,89,850,High,66,52,238,Node-018
Analytics,26,70,704,High,66,18,72,Node-019
Data Processing,8,32,253,Medium,64,40,168,Node-020
Simulation,12,39,494,Medium,10,48,225,Node-021
Data Processing,14,55,422,Low,32,10,59,Node-022
Analytics,15,58,508,Medium,34,35,155,Node-023
Analytics,8,45,448,High,72,30,117,Node-024
ML Training,19,66,451,Medium,12,28,130,Node-025
ML Training,24,77,483,Medium,46,40,181,Node-026
Analytics,8,35,468,Medium,9,37,160,Node-027
Analytics,26,90,735,Low,21,17,60,Node-028
Simulation,29,90,818,Medium,17,18,93,Node-029
ETL,19,77,434,Low,76,44,165,Node-030
ML Training,29,78,696,High,8,28,123,Node-031
Analytics,6,27,241,Critical,41,39,159,Node-032
ETL,14,47,495,Critical,39,34,161,Node-033
ETL,1,35,198,Medium,60,51,239,Node-034
Analytics,5,14,276,High,40,56,219,Node-035
